,Unnamed: 0,artist,title,label,rank,week_start,week_end,genre,year,month,lyrics
Der ganze Himmel mit 'ner Wolkenschicht bedeckt
Sweet Life, ich weiß heute, wie es schmeckt
Alles Gold, aber esse nicht mit goldenem Besteck
Ah, Throwback, lauf' mit 'ner Marlboro durch Thermometer
Sie rufen: „Sam“, denn sie brauchen neue Werbeträger
Ich hatte nichts, damals alles anthrazit
Doch sie wissen, was mit Dingen, die ich anfasse, geschieht
Rap-Hits, am Set, so wie Brad Pitt
Rrah, rrah und ich shoote die Adlibs
Goldene Kehle, goldene Seele
Ich heule vor Freude 'ne goldene Träne, rrah!

[Hook]
Ich bin jetzt ein Goldjunge
Mit Goldplatten, Golduhr'n und Goldwumme, rrah!
Gold am Handgelenk, goldene Krone
Gold am Hals, goldene Patrone, rrah!
Ich bin jetzt ein Goldjunge
Mit Goldplatten, Golduhr'n und Goldwumme
Goldener Block, Gold, wo ich wohne
Sie küssen meine Bilder wie 'ne goldene Ikone, rrah!

[Part 2]
Damals hatte ich kein Loft und kein Haus
Nur 'ne goldene Glock an mei'm Bauch
Heute werd ich von mein'n Fans verfolgt
Denn sie kennen mein Herz aus Gold
So ein'n Junge wie mich noch nie geseh'n in deiner Stadt
Ist dein Angebot nicht lukrativ, lehne ich es ab
Nur ein'n Jogginganzug an und 'ne Kippe in der Fresse
Immer wenn ich rappe, geht es um Geschäfte
Wallah, vor paar Jahr'n war ich noch ein Niemand
Seit Jibrail & Iblis woll'n alle Feature
Monster-Hype, Nummer eins in den Trends
Sonne scheint und die Goldplattenkette glänzt
Seele riskiert, Cataleya tätowiert
Was für'n Leben? Hab's bis heute noch nicht realisiert
Goldene Kehle, goldene Seele
Ich heule vor Freude 'ne goldene Träne, rrah!

[Hook]
Ich bin jetzt ein Goldjunge
Mit Goldplatten, Golduhr'n und Goldwumme, rrah!
Gold am Handgelenk, goldene Krone
Gold am Hals, goldene Patrone, rrah!
Ich bin jetzt ein Goldjunge
Mit Goldplatten, Golduhr'n und Goldwumme
Goldener Block, Gold, wo ich wohne
Sie küssen meine Bilder wie 'ne goldene Ikone, rrah!

"
37253,37253,farid bang feat. bushido,goodfellas,banger mus,54,28.03.2014,03.04.2014,deutschrap,2014,28,"

[Songtext zu „Goodfellas“ ft. Bushido]

[Hook: Farid Bang]
(Goodfellas)
Sonny Black (Goodfellas)
Farid Bang (Goodfellas)
Wir waren niemals Feinde, wir sind (Goodfellas, Goodfellas)
Independent (Goodfellas)
Kriminelle (Goodfellas)
Fick die Major-Labels, wir sind (Goodfellas)

[Part 1: Bushido]
Ah, Goodfella, Sonny Black, schwarzer Lamborghini
Mein ganzes Leben ist ein Gangster-Film von Scorsese
Hab die Knarre unterm Sitz in einer Plastiktüte
Carlo Cokxxx Nutten, Fick-Deine-Mutter-Attitüde
Ich bin nicht wie Gatsby, ich [Klingenklirren] dich ab wie Joe Pesci
Du Schlitzauge, mach hier nicht auf Jet Li
Ich hol von den Russen Stoff, Nutte, bei mir lutschen Cops
Du Muskelprotz, warum klingt dein Schwuchteltrack wie Kuschelrock
Ja, ich bin zwar wortgewandt, doch kommt Olliwood im Porsche an
Dann klatsch ich ihn, wie diese Bitch vom Ordnungsamt
Du bist nur ein Puffpreller, Sonny Black ist Goodfella
Ich lass euch Hunde alle [Klingenklirren] - Cruella
Du Schwuchtel trägst den G-String mit Schlangenmuster
Wie deine Schlampenmutter, du kleiner Transenlutscher
Es ist Sonny Black, Goodfella-Flow
Deutscher Rap ist süß wie ein Nutella-Brot, yeah

[Bridge: Farid Bang]
Wir sind deine Peiniger
In meiner Welt liegt der Wert einer Frau bei 'nem Dreißiger
An die Clubrapper verteilen wir Schusstreffer
Joe Pesci und De Niro, wir sind (Goodfellas)

[Hook]
(Goodfellas)
Sonny Black (Goodfellas)
Farid Bang (Goodfellas)
Wir waren niemals Feinde, wir sind (Goodfellas, Goodfellas)
Independent (Goodfellas)
Kriminelle (Goodfellas)
Fick die Major-Labels, wir sind (Goodfellas)

[Part 2: Farid Bang]
Für mein Album kriege ich kein Friedensnobelpreis
Doch dafür ist der Eintritt in mein Lieblingsbordell frei
Gebe deiner Schlampe Korb, schick mir deine Kanten vor
Im Zusammenhang mit mir ist ""Schwanz"" ein sehr langes Wort
Bitch, du weißt genau, ich komm aus dem Daimler raus
Lieber die rechte Hand als zweimal die gleiche Frau
JBG, Hall of Fame, Intensivtäter
Und mein Album fickt Mütter wie Stiefväter
Du fragst dich, warum ich schnell fahre, Pelz trage
Lambo neben ML parke, im Nobelhotel schlafe
Reis' durch die Weltkarte
Nicht weil es mir gefällt, sondern um zu zeigen, dass ich Geld habe
Du behauptest, du würdest dir Kuren knallen
Doch wieso machst du Bankdrücken nur mit Stange?
Keine Clubgänger, doch jeden Tag im Puff, Hänger
Gangsta Rap Kings, Motherfucker, wir sind (Goodfellas)

[Bridge: Bushido]
Dieser Staat will mich ficken, also fick ich den Staat
Terror, Taliban-Kanake mit dem Wikingerbart
Bevor ich ausraste zahlt ihr alle lieber eure Schutzgelder
Es ist Sonny Black, Goo-Goo-Goo-Good-Goodfella
(Goodfellas)

[Hook]
(Goodfellas)
Sonny Black (Goodfellas)
Farid Bang (Goodfellas)
Wir waren niemals Feinde, wir sind (Goodfellas, Goodfellas)
Independent (Goodfellas)
Kriminelle (Goodfellas)
Fick die Major-Labels, wir sind (Goodfellas)

"
1265,1265,elias [de],graffiti,epic,66,12.02.2021,18.02.2021,deutschrap,2021,2,"

[Songtext zu „GRAFFITI“]

[Hook]
Dreh mit mir 'ne Runde, ich zeig' dir die City (Ja)
Alles, was du siehst, sind nur Boutiquen und Graffiti (Ah)
Ey, manche Ecken hier sind ugly und manche hier sind pretty (Ja)
Und tut mir leid für gestern, ey, du weißt schon, ich war tipsy
Ey yo, dreh mit mir 'ne Runde, ich zeig' dir die City (Ja)
Alles, was du siehst, sind nur Boutiquen und Graffiti (Ah)
Ey, manche Ecken hier sind ugly und manche hier sind pretty (Ja)
Und tut mir leid für gestern, ey, du weißt schon, ich war tipsy (Ja, ja, ja), ah

[Part 1]
Ey yo, komm mir nicht mit letztem Jahr (Nah)
Until the next one, weiß nicht mal, was gestern war (Ja)
Ey, wenn du willst, Bro, lass mir ruhig 'ne Message da (Hah)
Ring, ring, ey, et cetera, et cetera (Let's go)
„Ey, wieso machen die dir nach?“, ey, ich weiß nicht, wieso (Ah)
Ich mach' Leute fly, Baby, wie ein Reisebüro (Fly)
Bisschen early two-thousands, gemixt mit Nineties und so (Ja)
Sie kriegt mich nicht mehr aus dem Kopf, Baby, Kylie Minogue
Ich run' das Game, ich run' das Game, next episode (Ah)
Ich brauch' nicht viel, nur weiße Sneaker und 'ne Cherry Coke (Coke)
Ist das mein Bank-Account? (Hah) Oder mein Handy-Code? (Ja)
Jiggly Nigga, Ho, ich slide wie Rey Mysterio

[Pre-Hook]
Ey yo, dreh mit mir 'ne Runde, ich zeig' dir die City (Ja)
Alles, was du siehst, sind nur Boutiquen und Graffiti (Ah)
Ey, manche Ecken hier sind ugly und manche hier sind pretty (Ja)
Und tut mir leid für gestern, ey, du weißt schon, ich war tipsy (Ja, ja, ja)

[Hook]
Ey yo, dreh mit mir 'ne Runde, ich zeig' dir die City (Ja)
Alles, was du siehst, sind nur Boutiquen und Graffiti (Ah)
Ey, manche Ecken hier sind ugly und manche hier sind pretty (Ja)
Und tut mir leid für gestern, ey, du weißt schon, ich war tipsy, ah (Ja)

[Part 2]
Und als hätt ich das hier nicht gechanged (Ja)
Ey, die sehen Elias kicken, Mann, und switchen Lanes (Let's go)
Ich verticke keine Pakets, ich verticke Chains (Chains)
Nichts bringt mich aus der Ruhe, ice in my veins (Ja)
Dreh es lauter, meine Stimme aus dem Subwoofer (Hah)
Downtown mit dem Bass, ich bin Sharpshooter (Swish)
FedEx nervt, neue Sneakers werden eingeliefert (Hah)
So fly, ich hab' mich zwei Jahre selbst gefeatured (Ja)
Ey yo, lass sie weiter haten, ich mach' weiter Buckets (Buckets)
Baby, das ist nicht der Ocean, das sind meine Pakets (Pakets)
Die wollen Elias sehen, Homie, dann erhöh' das Budget (Ja)
Prime, Sixers A.I., Baby, und nicht Denver Nuggets

[Pre-Hook]
Ey yo, dreh mit mir 'ne Runde, ich zeig' dir die City (Ja)
Alles, was du siehst, sind nur Boutiquen und Graffiti (Ah)
Ey, manche Ecken hier sind ugly und manche hier sind pretty (Ja)
Und tut mir leid für gestern, ey, du weißt schon, ich war tipsy

[Hook]
Ey yo, dreh mit mir 'ne Runde, ich zeig' dir die City (Ja)
Alles, was du siehst, sind nur Boutiquen und Graffiti (Ah)
Ey, manche Ecken hier sind ugly und manche hier sind pretty (Ja)
Und tut mir leid für gestern, ey, du weißt schon, ich war tipsy (Ja, ja, ja), ah

[Outro]
Ey yo, komm mir nicht mit letztem Jahr
Until the next one, weiß nicht mal, was gestern war

"
13580,13580,bushido,graues haar,bushido,81,05.10.2018,11.10.2018,deutschrap,2018,10,
20370,20370,bushido,ground zero,bushido,71,16.06.2017,22.06.2017,deutschrap,2017,16,"

[Part 1]
Yeah, ich hab' Schwarzgeld, ich hab' Schwarzgeld
Vor dem Komma acht Ziffern, handel' mit den Haftrichtern
Fick' auf die Privatrente, Geld über die Staatsgrenze
Konten in der Schweiz, ich muss mich absichern
Werd' von Bullen abgestempelt wie mein deutscher Pass
15 Mille weg, denn ich war mit den Kids bei Toys “R” Us
In eurer Gang mehr Bitches als in Shindys Käuferschaft
Deine Mutter schläft am Tresen ein und stinkt nach Kräuterschnaps
Ob wir cool sind, ist von meiner Laune abhängig
Deine Frau hat Schweinespeck drauf wie ein Clubsandwich
Wir distanzieren uns von Deutschland wie Usedom
„Hip-Hop-Journalist“ ist das neue „Hurensohn“
Ihr denkt ihr geht auf Tour in eurem Siebensitzer
Kommt nach Berlin und ihr kriegt Stiche wie ein Bienenzüchter
Jetzt wird jedes Magazin beleidigt, jeder Parasit beseitigt
Öffentlich auf Twitter – fick dein Briefgeheimnis!

[Hook]
Für dich geht es von der Skyline zum Bordstein
Ground Zero, Ground Zero
Der Horror kehrt zurück wie in Saw II
Ground Zero, Ground Zero
Importierte Kriminalität
Ground Zero, Ground Zero
Wir werden sehen, wie ihr ganzen Fotzen mit dem Imageschaden lebt
Ground Zero

[Part 2]
Ich bin auf ProSieben, RTL und Kabel eins
Und das Grinsen eines Millionärs ist strahlend weiß
Deine Mutter lutscht die Nüsse von ihr'm Sahneeis
Und ist dabei blau wie die Outlines ihres Arschgeweihs
Sie ist ein Riesenfan von Carmen Geiss
Und lebt in 'ner WG mit sechs Männern und nur einer Frau wie Naseweis
Meine Jungs ticken Hennys unterm Ladenpreis
Und der Staatsanwalt kann sich ficken ohne Tatbeweis
Wenn ich sage, du gehst baden, mein' ich nicht im Spa-Bereich
Sondern mit 'ner Kugel in dei'm Kopf in einem Gartenteich
Wir hab'n Methoden, dich zu foltern wie im Zarenreich
Und wenn ich will, dann ist für dich für immer Schlafenszeit
Ich steh' über dem Gesetz, keine Strafbarkeit
Schwarze Zahlen, schwarzes Geld, keine Schwarzarbeit
Es wird heiß wie deine Mutter in ihr'm Abendkleid
Ground Zero Hexenkessel, dreihundert Fahrenheit

[Hook]
Für dich geht es von der Skyline zum Bordstein
Ground Zero, Ground Zero
Der Horror kehrt zurück wie in Saw II
Ground Zero, Ground Zero
Importierte Kriminalität
Ground Zero, Ground Zero
Wir werden sehen, wie ihr ganzen Fotzen mit dem Imageschaden lebt
Ground Zero


"
22839,22839,bonez mc & gzuz feat. kontra k,großes kaliber,auf!keinen!fall!,40,23.12.2016,29.12.2016,deutschrap,2016,23,"

[Intro/Sample]
„My guns go BOOM BOOM“
„One eight seven“
„My guns go BOOM BOOM“
„One eight seven“

[Part 1: Bonez MC]
Ich bin bald Millionär, aber trotzdem auf Crack
Dreizehn Uhr in der Früh und ich kotz’ auf mein Bett
Digga, zehn Jahre Rap, meine Reise war hart
Hab’ jetzt Gold in der Fresse wie ein scheiß Psychopath
V8 Mercedes, du hörst mich von Weitem
Halbautomatik, Mann, wer will sich streiten?
Hehe, wir reiten einfach weiter Richtung Tod
Uns ist alles scheißegal, so wie Haifische auf Koks, ehh
Keiner, der uns stoppt
Die 187 Strassenbande scheißt auf euern Kopf
Und wir sind nach wie vor die Heißesten am Block
Junkies hin, Junkies her, ehh

[Hook: Bonez MC]
Ich häng’ mit niemand, mit niemand außer mein’n Jungs
Wir geben keinen Fick!
Tropisches Klima, wir komm’n wieder nicht zur Vernunft
Unser Leben ist verrückt!
Häng’ ab mit niemand, mit niemandem außer mit uns
Klick, klick!
So großes Kaliber

[Part 2: Gzuz]
Den Benz, den ich fahr’, hab’ ich bar bezahlt
Und die Uhr, die ich trage, ist in mei’m Besitz
Weil ich ein’n gewissen Status hab’
Endet jede Diskussion mit ei’m Schlag ins Gesicht
Ich hab’, was du nicht hast
Ich lad’ nach und du zitterst
Der Ruf, den ich hab’, hat mir niemand geschenkt
Und alles, was ich tu’, nur aus Liebe zur Gang
Gazo, ich strecke dich mit einem Schlag nieder
Seitdem ich denken kann stabiler Grasdealer
Keine Arschkriecher, bist nicht mein Kaliber
Nein, du bist ein aktiver Staatsdiener

[Hook: Bonez MC]
Ich häng’ mit niemand, mit niemand außer mein’n Jungs
Wir geben keinen Fick!
Tropisches Klima, wir komm’n wieder nicht zur Vernunft
Unser Leben ist verrückt!
Häng’ ab mit niemand, mit niemandem außer mit uns
Klick, klick!
So großes Kaliber

[Part 3: Kontra K]
Schon seit Anfang an das Gaspedal
Zu Boden gedrückt, denn wir zieh’n an ihn’n vorbei, bye bye!
Ich hinterlasse Fat-Cap-Tags im Gedächtnis, mein Rap ist
Liebe für die Fans und für Hater ein’n Fußabdruck
Im Gesicht von der Sohle meiner weißen Nikes
Wie ein weißer Hai
Fress’ ich mir den Weg vor mir frei, frei, frei
Und mit jeder neuen Reihe meiner Zähne
Hat die Szene neue Gegner
Mit jedem ihrer Fehler ist ein riesiger Happen
Mehr für uns dabei, bye bye!

[Hook: Bonez MC]
Ich häng’ mit niemand, mit niemand außer mein’n Jungs
Wir geben keinen Fick!
Tropisches Klima, wir komm’n wieder nicht zu Vernunft
Unser Leben ist verrückt!
Häng’ ab mit niemand, mit niemandem außer mit uns
Klick, klick!
So großes Kaliber

[Outro/Sample]
„My guns go BOOM BOOM“
„One eight seven“
„My guns go BOOM BOOM“
„One eight seven“
„My guns go BOOM BOOM, and yo' guns go pow pow“
„One eight seven“
„There's a war going on outside no man is safe from“


"
14051,14051,jan delay,grün weiße liebe,universal domestic vertigo,52,31.08.2018,06.09.2018,deutschrap,2018,31,
13073,13073,capital bra,gucci capi tief,bushido,74,09.11.2018,15.11.2018,deutschrap,2018,11,
20996,20996,kontra k,gute nacht,bmg rights,97,05.05.2017,11.05.2017,deutschrap,2017,5,
40356,40356,eko fresh feat. julian williams,guten morgen,seven days,57,23.08.2013,29.08.2013,deutschrap,2013,23,
39879,39879,motrip feat. elmo,guten morgen n.s.a.,udd urban,80,27.09.2013,03.10.2013,deutschrap,2013,27,"

[Songtext zu „30-11-80“]

[Part 1: Eko Fresh]
Wenn dieser Paul Würdig fragt, ob Ek der Mac
Seinen Track berappt, sag' ich, „Ah, Sağol, würd' ich!“
Viele MCs spielen nur wieder den billigen G
Singen von Peace, dabei kriegen sie lieber den riesigen Beef
Denn Mister Fresh ist bekanntlich der Beste des Landes
Mit etlichen Punches, zu den'n der Rest nicht im Stand ist
Ihr seid im Grunde gefickt, außer mir hat niemand 'n Plan
Unterm Strich hab' ich euch Hunde im Griff – Cesar Millan
Der Dream-Veteran, ich bin schöner, schneller, der Pate
Der größte Held auf der Straße, Dönerteller Versace
Guck mal, die Rapper, sie wollen ein Feat
Doch nein, nur wenn mein Diggi callt
Und ich spitte sofort, Ekaveli der Don, Siggi Smallz

[Part 2: Lakmann]
Ich war sonst nie bei so 'nem Featuresong
Viel zu oft hing' ich sonst ab bei Cheech und Chong
Dieser Stoff in mei'm Kopf macht ein riesen Loch
Alles grün und verklebt wie bei Vietcong
Underground, aber auf einer Majorplatte
Alle andern hier im Raum finden Major kacke
Ich bin broke, ohne fame oder Patte
Zwölf Takte spitten, ohne ein'n Fehler machen
Jedem ist das latte, nur ich mach' mir mein'n Kopf
Ich zieh' schnell hier durch – Start, Stop, Drop
All den andern Schrott in der Tat schon geseh'n
Das war's von mei'm Part, das war's mit mei'm Game

[Part 3: Laas Unltd.]
Ah, ich hate mehr als Sido auf „Ich hasse Dich“, ihr habt mich so gemacht
Es ging bergab, doch ich steh' wieder auf, steig ein, so mach' ich es
Bis ich nicht mehr bin, geboren, um frei zu sein
Was ich auch gesagt hab', ich bereue nichts, hol doch die Polizei
War schlechtes Vorbild, trag' meine Jordan-Kicks in den Straßen
Kids, sie erwarten, dass ich paar Rapper wegfick' wie Carmen
Ich mal' Bilder in mei'm Kopf in den schimmernsten Farben
Tipp' mein Testament, ob ich sterb'? Der Himmel soll warten!
Wie stolz meine Mutter ist? Guck, Augen auf mich
Bau' mir 'n Spliff, verrauch' mindestens jede Nacht 'n Fuffie im Club
Denn wenn das alles ist, was das Leben mir bietet
Kill' ich mit den miesesten Feature, das sich wie Sidos Diskografie liest, klack!

[Part 4: Nazar]
Das ist 30-11-80, yeah
Wenn ich komme, werden Beine schnell wacklig
Ich heiße nicht Patrick, sie nennen mich Nazar
Guck, ich will mich integrier'n, doch sie peilen selbst das nicht
Mir egal, was in deiner heilen Welt Fakt ist
Gute Vorsätze? In den meisten Fäll'n klappt's nicht
30-11-80, eine Wunderzahl
Auf dem nächsten Lottoschein einfach drunter mal'n
Vielleicht klappt's ja, ich weiß, das wär' einfach echt affig
Denn in meiner Gegend sind paar Scheine recht praktisch
Da schwimm' ich in Geld und schreib' Michael Phelps 'ne Lastschrift
Und schick' seiner Mama danach schweinische Nacktpics

[Part 5: Frauenarzt]
Berlin-Untergrund-Rap, ich battle Mutterficker weg
Mann, dein Vater ist ein Opfer, deine Mutter ist ein Depp
Ich bin der Ballermannchef, ich baller', baller' dich weg
Ich mache Party auf Mallorca, Mann, mein Image ist echt
Atze, ich hab' Vorfahrt – Air-Berlin-Goldcard
Du machst ein'n auf Bonze, aber rate mal, wer Gold hat
Uns geht es blendend, independent
Dein Album zu hören wäre zeitverschwendend
Freunde nenn'n mich 'cente, du kennst mich aus den Charts
Im Untergrund bin ich bekannt als Doktor Sex, Frauenarzt, yeah
Ich bin der rappende Pimp
Ich hab' den Sack in der Hand, wenn die Cypher beginnt, King

[Part 6: Manny Marc]
Die Bassbox-Rocker, wir sorgen für Schocker
Sido und die Atzen, du Partyblocker
Manny Marc, ich fühl' mich super stark
A.C.A.B., die Sonne scheint mir ausm Arsch
Wir geben Vollgas, der Ballermann auf Rädern
Wir schmeißen mit Konfetti und mit Federn
Der Mob im Block, wir sind alle bekloppt
Party non-stop, don't stop the rock
Mein Auto ist 'ne Zeitmaschine, ich bin am lachen (hahahaha)
Wenn ich mir dein'n Neid verdiene, ihr Flaschen
Guck mal da, so 'ne Diva
Ich sitz' auf meiner Couch und rauche Shisha

[Part 7: Bushido]
Du rappst von Goldketten da, rappst von Goldketten hier
Ich bin volltättowiert, yeah, Prollrap regiert
Hab' die Knarre unterm Kopfkissen, lass mal ein paar Cops ficken
Und die Leichenteile den Familien per Post schicken
Ich spazier' mit Dynamitgürtel durch das Justizviertel
Serkan Tören ist der deutsche Steve Urkel
Ich bin unbeeindruckt von deinem Polizeischutz
Was sind schon paar blaue Männchen gegen meine Streitsucht?
Yeah, meine neue Uhr ist eine Rarität
Meine Feinde liegen alle in der Charité
Deutschraps Nummer zehn Kapitän
Du machst große Augen wie ein Anime, yeah

[Part 8: Blut&Kasse]
Bitches seh'n mich im Video mit Sido (wow)
Fragen, bin ich das, ganz großes Kino – Cinemaxx (hah)
Es Leben geht erst los, wenn du Kinder hast (yeah)
Und wahre Freunde erkennst du, wenn du die Mille machst
Ich rede von 'ner Eins mit sechs Nullen
Vollidioten, die schleim'n, neben Chais, die Sex woll'n
Neider, die Stress woll'n, weil es läuft wie Becks Gold
Drecksvolk, drum geb' ich keinen Fick wie Ex-Oll'n (wouh)
Der Preis für die Welt, man hasst dich (hah)
Der fleißigste Helfer hat nix
Jeder hier ist für sich, bescheiß mich um Geld, ich klatsch' dich
Der 30.11.80, Blut&Kasse

[Part 9: Olli Banjo]
Ich pack' da 'n paar fertige Bars in mei'm Apartment
Die andern Rapper haben doch alle 'ne Arschsonde zwischen den Backen wie Cartman
Die kommen alle zu mir und sagen „Bitte, bitte, bitte, Banjo
Wir hab'n da mal 'ne Frage!“, und ich sag', „Ja!“, als wär' ich der verdammte Pate
Es ist langweilig, alles geht nur noch um Patte
Wir haben uns alle kaputt gebitet: „Wann kommt deine Platte?“
Ich muss Schafe züchten, ich hab' keine Zeit für Stricher
Warum soll ich nach Perl'n tauchen und damit Schweine füttern?
Diesen Boots ging irgendwann mal der Cock abhanden
Macht künstlich auf Rockerbande und ich bekomm' Bock auf Angeln
Du bist hood und den ganzen Tag am Scheiße essen
Und machst am Block hyperaktiv Welle wie'n kleines Äffchen
Blöde Toys fühlen sich als wären sie 'en Rapper
Aber sie sind nur ein Käfer auf dem Rücken, ohne Backup
Du bist gut erzogen, warum nur zur Straße beten?
In dein'n rosaroten Träumen nachts gibt dir Kaas Befehle

[Part 10: Tarek]
Bei der Geburt gab ich dem Arzt ein'n Tritt in die Eier
Und danach hab' ich meine Eltern fristlos gefeuert
War nicht wie die anderen Babys auf der Frühchen-Station
Ich lag da und spielte mit mein'n Maschin'pistolen
Wurde auf der Straße groß, hatt' ich damals Hunger
Fraß ich irgend einem Punker seine Ratte von der Schulter
Du stinkst! Selbst Scheißhaufen weichen dir aus
Ich hab' mehr Haare auf dem Kopf als ihr Alben verkauft
Ich bin Immigrant, von der dunklen Seite des Mondes
Und übersetze für mein Opa im Jobcenter auf Klingonisch
Meine Frau trägt Burka von Rocawear
Ich würde Lena Meyer-Landruth [Piep], selbst wenn sie meine Tochter wär'

[Part 11: Smudo]
S-M-U-D-O, war nie ganz bei den Ding'n
Trotzdem blieb die Hoffnung, er würde es weit bringen
Und er brachte es weit, mit den Vier'n und so
Auf ein riesen Niveau, ein Pionier irgendwo
Er rieb sich nie das Geschlecht, er verdiente nicht schlecht
Doch es war nicht gerecht, denn er war nicht ganz echt
Und er musste was tun, was nur die Besten versteh'n
Sonst würde er im Westen untergeh'n
Also „What the heck?“, der Name war dreck
Also gab er das I und nahm das M und U weg
Und sagte „Godverdomme, genau wie die Sonne
Komm' ich aus dem Osten, also heißt mich willkommen!“
Yeah, trotz des Erfolgs, pass auf, wem du folgst
Wir sind aus ei'm Holz, denk dran, Papa ist stolz
Du bist der Beste jeder Siedlung der Umgebung und ein Bro
S-Punkt, I-Punkt, der D-Punkt und das O

[Part 12: Sido]
Ah, damals als ich jung war, bin ich geflogen
Hin und wieder Richtung Boden, aber mit dem Blick nach oben
Keiner war mir wichtiger als diese Sekte
Weißt du noch? Keiner kann uns aufhalten, nur die Gesetze
Früher musst' ich ackern, nur damit ich was zu rauchen habe
Heute geh' ich raus in' Garten und zähl' meine grauen Haare
Ich guck' dem Gras beim Wachsen zu
Nein, ich kann jetzt nicht ans Telefon geh'n, siehst du doch, ich hab' zutun
Ich mach' das alles nur, weil ich in den Himmel will
Darum geb' ich dem Pferd die Sporen wie ein Schimmelpilz
Ohne Yoga, aber trotzdem nur den Weg der Mitte
Alles wird ganz anders sein nach jedem Schritt, der nächste bitte

[Part 13: Erick Sermon]
It’s the green-eyed bandit, now you're on Candid Camera
Desue droppin' the beat like you from Atlanta
Driving something foreign big as a camper
With three Ho's up in here minus the Santa
Niggas make way when they hear somebody runnin'
Top dawg like Kendrick, everybody dumpin'
Jumpin' out the window, everybody jumpin'
Sido, I'm sorry but they had it comin'

[Part 14: MoTrip]
Ich geh' ans Mic und alle hör'n mir zu, es ist Zeit für Trip
Ich steh' so lange in der Booth, bis die Zeile sitzt
Eigentlich ist mir egal, was passiert
Mein Album hat so gut wie alles rasiert – Tyson-Schnitt
Nimm die paar Scheine mit, morgen ist die Patte weg
Wenn du nur wüsstest, wie viel ich mir in die Tasche steck'
So weit entfernt davon, ein echter Star zu sein
Beim Echo kam ich letztes Jahr nicht rein, das ist Rap
Alle sagen, es sieht schwer aus zurzeit
Kein Problem, ich allein zieh' das Schwert aus dem Stein
Du bist mein Feind? Ich mach' dich dem Erdboden gleich
All die Leute woll'n mehr von dem Scheiß, Mo-Dirty-Shit

[Part 15: Moses Pelham]
Andres Thema, Mo, du weißt doch, Bruder muss
Verbrannte Räder, Homie, Treibstoff Super Plus
Von null auf hundert in unter fünf Sekunden
Bull'n könn'n sich wundern und ich grins' betrunken
Grell, laut, schön und illegal wie ein Wholecar
Fällt auf, ahh, mir egal, ich hab' Vorfahrt
Bis zum Ende gut, Opfer, warum blendest du?
Wenn du suchst, findest du mich hopsend wie ein Känguru
Fahrt ihr mal vor, ich hol' mir nochmal 'n Glas
Und überhol' euch wieder sportlich from Bologna with Love
Rocker buchen Vaddi, Digga, Cheflo Krach mit Absicht
Watch for the Ducati, Nigga, F-Mo 88

[Part 16: B.S.H.]
Ich bin ein Aufreißer, Klarmacher, Playboy, Schwergewicht
Ah, nur deine Freundin hat noch mehr gefickt als ich
Überstyle, guck' morgens in den Spiegel rein
Meine Texte hab'n kein'n Sinn, aber der Beat ist geil
Internetrapper reden irgendwas von Kilos strecken, ah
Ich will mich fetzen, doch die Vögels wollen nur Videobattlen
Nehmt eure Masken ab und zeigt mir eure Hackfressen
Und nach dem Battle will mich deine Mutter abstechen
Kinder schlagen heißt nicht gleich Imageschaden, ah
Doch du würdest für Promo sogar Pimmels blasen
Scheiß auf jeden, ich vertrau' nur meiner Faust
Mann, die 90s sind back, Sultan Hengzt, ich bin raus

[Part 17: Afrob]
Ich bin Hip-Hop schon dankbar, möchte was zurückgeben
Komm' aus dem Nichts – One Shotta
Nix kommt von heut auf morgen, brauchte auch die Stützräder
Mikrofoncheck, eins, zwei, und jetzt hüpft jeder
Was ist Hip Hop? Wer ist Hip Hop? Jeder auf die seine Art
Ich bin kein Rap-Dogmat, breche über keinen Stab
Oder spreche gar von Verrat
Trotzdem frag' ich mich, „Wo sind die Rapper hin?“ Bei R.A.M. sind sie am Start
Ich bin nicht ohne Grund auf dieser Welt
Ich kann nix dafür, dass das Haltbarkeitsdatum bei mir nie verfällt
Ich sitz' im MV, elfter Stock, Odd brennt
Aus den Boxen, Lyrics die sich in dein Kopf brenn'n

[Part 18: Dr. Renz]
Ich steige aus den Fluten wie Halle Berry
Glotz mich ruhig an, denn ich bin very legendary
Das gelbe Ding, was ich verdecke, ist die Sonne
Paul hat eingeladen, ich glaub', ich komme
Inmitten von Freunden und solchen, die es werden könnten
Meine Ohren Wanzen, meine Augen Röntgen
Mir wurde berichtet, Rappers tun verrückte Sachen
Aber wie viele Rappers kennst du, die aus 'nem Elefanten 'ne Mücke machen?
Der eine von Fettes
Der ohne zwei nicht komplett ist, ah
Manchmal merkst du erst, wie sehr du etwas liebst, wenn's weg ist

[Part 19: B-Tight]
A-I-D-S-E-K-T-E, erst mal ein'n dreh'n und rauchen geh'n
Hier kommt der Rapper aus'm Nebel, allen andern raucht der Schädel
Zurück zu den Wurzeln, ein, zwei Kurze, denn ich brauch' den Pegel
Ich bin unbezahlbar, du Billigrapper verkaufst dein Leben
Eins zu der zwei, drei zu der vier
B-Tight ausm Westen, meist indiziert
Imagewechsel, wieder mal der Zeit voraus und unerreicht
Hater sind nur Luft für mich, ich hör' euch nicht – Stummer Schrei
Ich geh' mein'n Weg, er ist steinig
